Stop,Description,Latitude,Longitude,Street
1661,Barr Smith Avenue 2nd after Derrington Crescent,-35.4310188,149.074844,BARR SMITH AV
1662,Sulwood Drive Kambah Fire Station,-35.3733673,149.054825,SULWOOD DR
1663,Sulwood Drive opp Kambah Fire Station,-35.3734093,149.054672,SULWOOD DR
1664,Livingston Avenue after McTaggart Crescent SSO,-35.3858643,149.086075,LIVINGSTON AV
1665,Livingston Avenue before Sulwood Drive SSO,-35.3855324,149.085861,LIVINGSTON AV
1666,Knoke Avenue Gordon Primary School,-35.4581718,149.086243,KNOKE AV
1667,Duggan Street 2nd after Outtrim Avenue,-35.4389915,149.098282,DUGGAN ST
1668,Duggan Street 2nd after Beckett Street,-35.4390755,149.098206,DUGGAN ST
1669,Clive Steele Avenue 2nd after Isabella Drive,-35.4198685,149.085648,CLIVE STEELE AV
1670,Clive Steele Avenue after Charleston Street,-35.4199677,149.085861,CLIVE STEELE AV
1671,Clive Steele Avenue after Isabella Drive,-35.42136,149.088593,CLIVE STEELE AV
1672,Clive Steele Avenue after Falconer Street,-35.4213753,149.088745,CLIVE STEELE AV
1675,Forsythe Street after Bellchambers Crescent,-35.4751396,149.097626,FORSYTHE ST
1676,Forsythe Street after Smeaton Circuit North Entry,-35.4748802,149.097153,FORSYTHE ST
1677,Forsythe Street after Olive Pink Crescent,-35.4765511,149.099792,FORSYTHE ST
1678,Forsythe Street after Smeaton Circuit South Entry,-35.4764442,149.099808,FORSYTHE ST
1679,Forsythe Street after 2nd Alison Ashby Crescent,-35.4752426,149.101074,FORSYTHE ST
1680,Forsythe Street 2nd after Smeaton Circuit,-35.4749908,149.100906,FORSYTHE ST
1681,Paperbark Street after Galbraith Cl,-35.4724007,149.10321,PAPERBARK ST
1682,Paperbark Street after Troughton Street,-35.4724045,149.103104,PAPERBARK ST
1683,Paperbark Street before 2nd Kettlewell Crescent,-35.4692001,149.104675,PAPERBARK ST
1684,Paperbark Street 2nd after Troughton Street,-35.4698563,149.104431,PAPERBARK ST
1685,Paperbark Street after Kettlewell Crescent,-35.4683495,149.105682,PAPERBARK ST
1686,Paperbark Street before Jane Sutherland Street,-35.4682426,149.105988,PAPERBARK ST
1687,Templestowe Avenue after Eaglemont Rt,-35.4638901,149.111343,TEMPLESTOWE AV
1688,Templestowe Avenue after Morison Street,-35.463829,149.111206,TEMPLESTOWE AV
1689,Templestowe Avenue 2nd after Barringer Street,-35.4626389,149.109787,TEMPLESTOWE AV
1690,Templestowe Avenue 2nd after Jane Sutherland Street,-35.4627495,149.109497,TEMPLESTOWE AV
1691,Templestowe Avenue after Barringer Street,-35.4624977,149.107925,TEMPLESTOWE AV
1692,Templestowe Avenue 3rd after Jane Sutherland Street,-35.4622269,149.107193,TEMPLESTOWE AV
1696,Barr Smith Avenue before Kingscote Crescent,-35.4321785,149.076797,BARR SMITH AV
1697,Barr Smith Avenue 2nd after Coombe Street,-35.430954,149.075073,BARR SMITH AV
1698,Bugden Avenue opp Holy Family PS,-35.4100075,149.118393,BUGDEN AV
1699,Bugden Avenue Holy Family PS,-35.4100113,149.118271,BUGDEN AV
1700,Chippindall Circuit opp Theodore Terminus,-35.4532967,149.
1725,City West Platform 4,-35.2794647,149.125351,CITY WEST PLATFORMS
1727,City West Platform 3,-35.2792244,149.125488,CITY WEST PLATFORMS
1730,St Monicas PS Grounds SSO,-35.21315,149.062119,ST MONICAS PRIMARY DRIVEWAY
1733,Palmer Street after Bateson Street,-35.348011,149.102814,PALMER ST
1734,Canberra Hospital after Gilmore Crescent,-35.3460197,149.101944,HOSPITAL RD
1766,Barrier Street after Pirie Street,-35.3262329,149.167511,BARRIER ST
1768,Barrier Street after Isa Street,-35.3276901,149.170227,BARRIER ST
1769,Coranderrk Street opposite CIT,-35.2850189,149.135498,CORANDERRK ST
1770,Barrier Street before Pirie Street,-35.3264465,149.168198,BARRIER ST
1771,Barrier Street before Isa Street,-35.3277664,149.170609,BARRIER ST
1772,Newcastle Street after Isa Street,-35.3254128,149.172592,NEWCASTLE ST
1773,Battye Street after Braybrooke Street,-35.2471848,149.098236,BATTYE ST
1774,Battye Street after Masterman Street,-35.2472954,149.098007,BATTYE ST
1776,Battye Street after Watkins,-35.2464409,149.096985,BATTYE ST
1777,Langton Crescent Car Park,-35.2980537,149.12738,LANGTON ST
1778,Langton Crescent Treasury,-35.2981606,149.127594,LANGTON ST
1779,Hickey Court Orana PS SSO,-35.3257332,149.058212,HICKEY CT
1790,Anthony Rolfe Avenue after Gundaroo Rd,-35.1827087,149.130432,ANTHONY ROLFE AV
1791,Summerland Circuit after Mannheim Street,-35.3853836,149.073318,SUMMERLAND CCT
1792,Summerland Circuit Village Creek Primary,-35.385437,149.073242,SUMMERLAND CCT
1799,Kingscote Crescent after Milne Cove SSO,-35.4277115,149.077972,KINGSCOTE CR
1800,Kingscote Crescent after 1st Helen Mayo Crescent SSO,-35.4276886,149.080032,KINGSCOTE CR
1802,Molonglo Park & Ride,-35.321682,149.058289,COTTER RD
1803,Tuggeranong Station Platform 3,-35.4147758,149.065887,TUGGERANONG INTERCHANGE
1804,Tuggeranong Station Platform 4,-35.4144402,149.065613,TUGGERANONG INTERCHANGE
1807,Tuggeranong Station Platform 7,-35.414814,149.066177,PITMAN ST
1808,Tuggeranong Station Platform 8,-35.414814,149.066177,PITMAN ST
1809,Opposite Molonglo Park & Ride,-35.3225899,149.057617,COTTER RD
1810,Anketell Street opp Tuggeranong Pool,-35.4122772,149.063309,ANKETELL ST
1811,Chippindall Circuit Theodore Terminus Off Street,-35.4530563,149.118561,CHIPPINDALL CCT
1812,Box Hill Avenue Lanyon Market Loop Services,-35.4563332,149.092422,BOX HILL AV
1813,Comrie Street Erindale Centre Platform 2,-35.4035645,149.099213,COMRIE ST
1814,Comrie Street opp Erindale Centre Platform 1,-35.4036903,149.099335,COMRIE ST
1815,Barr Smith Avenue before Burgoyne Crescent,-35.4290123,149.074585,BARR SMITH AV
1816,Barr Smith Avenue after Coombe Street,-35.4288025,149.074738,BARR SMITH AV
1821,City West Platform 1,-35.2791443,149.12558,CITY WEST PLATFORMS
1826,Chippindall Circuit after Weavers Crescent,-35.4542809,149.115356,CHIPPINDALL CCT
1827,Chippindall Circuit after Callister Crescent,-35.4562378,149.11618,CHIPPINDALL CCT
1828,Chippindall Circuit after Fairley Crescent,-35.4550209,149.118668,CHIPPINDALL CCT
1830,Nicklin Crescent after Stopford Street SSO,-35.3976212,149.115814,NICKLIN CR
1831,Nicklin Crescent after Hilton Cl SSO,-35.3975296,149.116058,NICKLIN CR
1832,Nicklin Crescent after Richter Cl SSO,-35.3959465,149.119385,NICKLIN CR
1833,Nicklin Crescent after Bugden Avenue SSO,-35.3962135,149.119308,NICKLIN CR
1834,Hicks Street St Bedes PS SSO,-35.3390503,149.129745,HICKS ST
1835,O'Halloran Circuit Namadgi School Grounds SSO,-35.3922615,149.06813,NAMADGI SCHOOL DRIVEWAY
1901,Burnie Street before Launceston,-35.3461914,149.074615,BURNIE ST
1903,Callaway Crescent after 2nd Myles Connell Crescent,-35.4619064,149.08223,CALLAWAY CR
1904,Knoke Avenue after Mina Wylie Crescent,-35.4639015,149.083176,KNOKE AV
1905,Langdon Avenue Wanniassa Shops,-35.3910522,149.086777,LANGDON AV
1906,Langdon Avenue opp Wanniassa Shops,-35.3910866,149.086945,LANGDON AV
2,Athllon Drive after Learmonth Drive,-35.4026108,149.064743,ATHLLON DR
2000,Egglestone after Maclaurin,-35.3530769,149.080521,EGGLESTON CR
2002,Launceston Street after Worgan Street,-35.3408012,149.084457,LAUNCESTON ST
2003,Theodore Street before James Street,-35.3356972,149.081253,THEODORE ST
2004,Theodore Street before 2nd James Street,-35.3334961,149.079742,THEODORE ST
2005,Carruthers Street after Theodore Street,-35.3305092,149.077728,CARRUTHERS ST
2006,Carruthers Street after 2nd McCormack Street,-35.3276634,149.075592,CARRUTHERS ST
2007,Carruthers Street after Jennings Street,-35.3245659,149.075577,CARRUTHERS ST
2008,Throssell Street after Kennerley Street,-35.3229866,149.074814,THROSSELL ST
2009,Throssell Street after Jennings Street,-35.3211594,149.074921,THROSSELL ST
2010,Throssell Street after O'Shanassy Street,-35.3193893,149.077042,THROSSELL ST
2011,Dunstan Street after Throssell Street,-35.3187485,149.080246,DUNSTAN ST
2012,McCulloch Street after Morgan Crescent,-35.3216095,149.081955,MCCULLOCH ST
2013,McCulloch Street after 2nd Morgan Crescent,-35.3231888,149.082581,MCCULLOCH ST
2014,Carruthers Street opp Curtin Shops,-35.3246078,149.082779,CARRUTHERS ST
2015,Carruthers Street after Allan Street,-35.3255157,149.085022,CARRUTHERS ST
2016,Carruthers Street before Groom Street,-35.3269157,149.090012,CARRUTHERS ST
2017,Carruthers Street after Yarra Glen,-35.3258247,149.085236,CARRUTHERS ST
2018,Carruthers Street Curtin Shops,-35.3249931,149.083008,CARRUTHERS ST
2019,McCulloch Street after Carruthers Street,-35.323288,149.082397,MCCULLOCH ST
2020,McCulloch Street after Reynolds Street,-35.3209267,149.081589,MCCULLOCH ST
2021,Dunstan Street after McCulloch Street,-35.3188629,149.080231,DUNSTAN ST
2022,Throssell Street after Dunstan Street,-35.3194771,149.076981,THROSSELL ST
2023,Throssell Street after 2nd Robertson Street,-35.3215218,149.074951,THROSSELL ST
2024,Throssell Street after Storey Street,-35.32304,149.074951,THROSSELL ST
2025,Carruthers Street after Throssell Street,-35.3247108,149.075653,CARRUTHERS ST
2026,Carruthers Street after Nelson Place,-35.3277893,149.07579,CARRUTHERS ST
2027,Carruthers Street before Curtin Primary School,-35.3302879,149.077682,CARRUTHERS ST
2028,Theodore Street after roundabout,-35.3336868,149.07988,THEODORE ST
2029,Theodore Street before Holman Street South Entry,-35.335556,149.081253,THEODORE ST
2030,Marrawah Street after Theodore Street,-35.3385963,149.082031,MARRAWAH ST
2031,Launceston Street after Irving Street,-35.3406639,149.084717,LAUNCESTON ST
2032,Melrose Drive opp Phillip Pool,-35.3390846,149.082809,MELROSE DR
2033,Melrose Drive Phillip Pool,-35.3392143,149.083115,MELROSE DR
2034,Beasley Street after Gouger Street,-35.3722496,149.089798,BEASLEY ST
2035,Beasley Street Torrens PS,-35.3718758,149.090668,BEASLEY ST
2036,Beasley Street after Lambrigg Street,-35.3719482,149.095474,BEASLEY ST
2037,Beasley Street after Athllon Drive,-35.3718643,149.09549,BEASLEY ST
2038,Badimara Street after Yambina Street,-35.3585052,149.06012,BADIMARA ST
2039,Beasley Street before Wilkins Street,-35.3717194,149.098129,BEASLEY ST
2040,Wilkins Street after Hoadley Street,-35.3706055,149.099625,WILKINS ST
2041,Wilkins Street after Beasley Street,-35.3705025,149.099426,WILKINS ST
2042,Heard Street after Wilkins Street,-35.3681641,149.097687,HEARD ST
2043,Heard Street before Wilkins Street,-35.3680344,149.09758,HEARD ST
2044,Heard Street opp Southlands Shops,-35.3655777,149.095428,HEARD ST
2045,Heard Street Southlands Shops,-35.3654709,149.095322,HEARD ST
2046,Beasley Street after Pethebridge Street,-35.3657036,149.088669,BEASLEY ST
2047,Beasley Street after Batchelor Street,-35.3658371,149.088531,BEASLEY ST
2048,Beasley Street Sacred Heart PS,-35.3666267,149.084946,BEASLEY ST
2049,Beasley Street after Parkin Street,-35.366539,149.085434,BEASLEY ST
2050,Macfarland Crescent Pearce Shops,-35.3630409,149.081436,MACFARLAND CR
2051,Beasley Street SSO,-35.368969,149.106598,BEASLEY ST
2052,Nemarang Crescent after Larakia Street,-35.3518562,149.063904,NEMARANG CR
2053,Hodgson Crescent after Murphy Crescent,-35.366272,149.08252,HODGSON CR
2054,Hodgson Crescent after Brinsmead Street,-35.3662567,149.082321,HODGSON CR
2055,Macfarland Crescent 2nd after Threlfall Street,-35.3582306,149.075668,MACFARLAND CR
2056,Macfarland Crescent after Wilsmore Crescent,-35.3581161,149.0755,MACFARLAND CR
2057,Macfarland Crescent after Collings Street,-35.3613052,149.077988,MACFARLAND CR
2058,Macfarland Crescent after Parkhill Street,-35.3615036,149.078049,MACFARLAND CR
2059,Macfarland Crescent after Waldock Street,-35.3556213,149.075241,MACFARLAND CR
2060,Macfarland Crescent after 1st Threlfall Street,-35.3557358,149.075333,MACFARLAND CR
2061,Eggleston Crescent Chifley Shops,-35.3525314,149.075531,EGGLESTON CR
2062,Eggleston Crescent opp Chifley Shops,-35.35215,149.075302,EGGLESTON CR
2063,Eggleston Crescent after MacDonald Street,-35.3495941,149.076141,EGGLESTON CR
2064,Eggleston Crescent after Plunkett Street,-35.3496742,149.076187,EGGLESTON CR
2065,Launceston Street after 2nd Burnie Street,-35.3466759,149.074127,LAUNCESTON ST
2066,Launceston Street after Dennes Place,-35.3467255,149.074036,LAUNCESTON ST
2067,Launceston Street after Tarraleah Crescent,-35.3434105,149.074524,LAUNCESTON ST
2068,Launceston Street after Port Arthur Street,-35.3428612,149.074677,LAUNCESTON ST
2069,Launceston Street Lyons Shops,-35.3397064,149.076981,LAUNCESTON ST
2070,Launceston Street Lyons PS,-35.3404083,149.076477,LAUNCESTON ST
2071,Launceston Street after Glenorchy Street,-35.3395424,149.079971,LAUNCESTON ST
2072,Launceston Street after Burnie Street,-35.3395996,149.079834,LAUNCESTON ST
2073,Beasley Street after Hodgson Crescent,-35.3686409,149.084702,BEASLEY ST
2074,Beasley Street before Torrens Place,-35.3730888,149.086624,BEASLEY ST
2075,Beasley Street 2nd after Basedow Street,-35.3708115,149.085236,BEASLEY ST
2076,Beasley Street 2nd after Hodgson Crescent,-35.3707428,149.085358,BEASLEY ST
2077,Beasley Street after Hawker Street,-35.3684845,149.084473,BEASLEY ST
2078,Hodgson Crescent Pearce Shops,-35.3624992,149.082214,HODGSON CR
2079,Hodgson Crescent opp Pearce Shops,-35.3630219,149.082047,HODGSON CR
2080,Hodgson Crescent after Pethebrigde Street,-35.3604774,149.084686,HODGSON CR
2081,Hodgson Crescent after Shepherd Street,-35.3604546,149.084473,HODGSON CR
2082,Hodgson Crescent after Collings Street,-35.3579178,149.086716,HODGSON CR
2083,Hodgson Crescent after Marr Street,-35.3579636,149.086884,HODGSON CR
2084,Melrose Drive 2nd after Botany Street,-35.3549843,149.086502,MELROSE DR
2085,Melrose Drive after Hodgson Crescent,-35.3552094,149.086243,MELROSE DR
2086,Melrose Drive after Botany Street,-35.3527908,149.085724,MELROSE DR
2087,Melrose Drive 2nd after Hodgson Crescent,-35.3528481,149.085434,MELROSE DR
2088,Botany Street after Devine Ct,-35.3508759,149.086395,BOTANY ST
2089,Botany Street after Townshend Street,-35.3509674,149.0867,BOTANY ST
2090,Badimara Street after Kalgoorlie Crescent,-35.3586311,149.060181,BADIMARA ST
2091,Launceston Street after Callam Street,-35.3410797,149.088577,LAUNCESTON ST
2092,Launceston Street after Yamba Drive,-35.340313,149.090332,LAUNCESTON ST
2093,Yamba Drive after Justinian Street,-35.3405457,149.093521,YAMBA DR
2094,Yamba Drive after Kitchener Street,-35.3424568,149.09639,YAMBA DR
2095,Yamba Drive opp Canberra Hospital,-35.3466988,149.099579,YAMBA DR
2096,Tyagarah Street after Wallangara Street,-35.3501167,149.106445,TYAGARAH ST
2097,Culgoa Circuit after 2nd Jindalee Crescent,-35.3522034,149.104385,CULGOA CCT
2098,Culgoa Circuit after Tyagarah Street,-35.3523407,149.104553,CULGOA CCT
2099,Culgoa Circuit after Jindalee Crescent,-35.3543777,149.104996,CULGOA CCT
2100,Culgoa Circuit after Bulwarra Cl,-35.3543053,149.105103,CULGOA CCT
2101,Kareelah Vst after Mialli Place,-35.3554611,149.107269,KAREELAH VSTA
2102,Kareelah Vst after Gerogery Place,-35.355484,149.107132,KAREELAH VSTA
2103,Kareelah Vst after Pindari Crescent,-35.3574295,149.107681,KAREELAH VSTA
2104,Kareelah Vst after Taronga Place,-35.3577805,149.108383,KAREELAH VSTA
2105,Ngunawal Drive after Cobbadah Street,-35.3594437,149.109039,NGUNAWAL DR
2106,Ngunawal Drive after Kareelah Vsta,-35.359623,149.109085,NGUNAWAL DR
2107,Bromby Street 2nd after Julia Flynn Avenue,-35.3621292,149.106949,BROMBY ST
2108,Bromby Street after Ngunawal Drive,-35.3620796,149.107132,BROMBY ST
2109,Bromby Street after William Wilkins Crescent,-35.3636017,149.107773,BROMBY ST
2110,Bromby Street after Julia Flynn Avenue,-35.3636398,149.107651,BROMBY ST
2111,Julia Flynn Avenue after Adkinson Cl,-35.3642082,149.11055,JULIA FLYNN AV
2112,Mulley Street St Judes Primary School,-35.3355331,149.051086,MULLEY ST
2113,Mulley Street opp St. Judes PS,-35.3356171,149.051041,MULLEY ST
2114,Heysen Street after Police CLG,-35.3310814,149.058609,HEYSEN ST
2115,Heysen Street before Gruner Street,-35.3312988,149.058792,HEYSEN ST
2116,Heysen Street before Parkway overpass,-35.3333549,149.060898,HEYSEN ST
2117,Heysen Street after Bunny Street,-35.3333244,149.060684,HEYSEN ST
2118,Dixon Drive after Twynam Street,-35.3295631,149.046432,DIXON DR
2119,Dixon Drive 3rd after Warragamba Avenue,-35.3294716,149.046265,DIXON DR
2120,Dixon Drive 2nd after Warragamba Avenue,-35.3296776,149.043854,DIXON DR
2121,Dixon Drive after Hyndes Crescent,-35.3298149,149.043869,DIXON DR
2122,Dixon Drive 2nd after Hyndes Crescent,-35.3300362,149.041992,DIXON DR
2123,Dixon Drive after Warragamba Avenue,-35.3299484,149.041885,DIXON DR
2124,Warragamba Avenue 2nd after Jindabyne Street,-35.3301773,149.038162,WARRAGAMBA AV
2125,Warragamba Avenue after Dixon Drive,-35.3302803,149.038177,WARRAGAMBA AV
2126,Jindabyne Street after Eppalock Street,-35.3321075,149.032608,JINDABYNE ST
2127,Jindabyne Street after Somerset Street,-35.3319969,149.032501,JINDABYNE ST
2128,Burrinjuck Crescent opp Duffy Primary School,-35.334198,149.032272,BURRINJUCK CR
2129,Burrinjuck Crescent Duffy Primary School,-35.3348351,149.031891,BURRINJUCK CR
2130,Burrinjuck Crescent before Serpentine Street,-35.3334694,149.03479,BURRINJUCK CR
2131,Burrinjuck Crescent between Blowering Street,-35.3336029,149.034653,BURRINJUCK CR
2132,Burrinjuck Crescent after Blowering Street,-35.3330231,149.037216,BURRINJUCK CR
2133,Burrinjuck Crescent Duffy Shops,-35.3368225,149.031754,BURRINJUCK CR
2134,Burrinjuck Crescent opp Duffy Shops,-35.3370438,149.031586,BURRINJUCK CR
2135,Renmark Street after Jemalong Street,-35.3384399,149.030273,RENMARK ST
2136,Renmark Street after Eungella Street,-35.3384552,149.030457,RENMARK ST
2137,Eucumbene Drive after Hindmarsh Drive,-35.3410416,149.027527,EUCUMBENE DR
2138,Eucumbene Drive after Renmark Street,-35.3411942,149.027542,EUCUMBENE DR
2139,Hindmarsh Drive opp Weston Creek Terminus,-35.3438187,149.027817,HINDMARSH DR
2140,Hindmarsh Drive 2nd after Eucumbene Drive,-35.3438301,149.030121,HINDMARSH DR
2141,Wyangala Street after Hindmarsh Drive,-35.3425217,149.032166,WYANGALA ST
2142,Wyangala Street after 2nd Burdekin Street,-35.3413734,149.033081,WYANGALA ST
2143,Wyangala Street after Tullaroop Street,-35.340786,149.033722,WYANGALA ST
2144,Hindmarsh Drive after Dixon Drive,-35.3420525,149.04245,HINDMARSH DR
2145,Hindmarsh Drive after Carbeen Street,-35.3421631,149.042572,HINDMARSH DR
2146,Hindmarsh Drive after Bangalay Crescent,-35.342247,149.036819,HINDMARSH DR
2147,Hindmarsh Drive before Darwinia Tce,-35.343914,149.030304,HINDMARSH DR
2148,Darwinia Tce after Hindmarsh Drive,-35.3466072,149.028717,DARWINIA TCE
2149,Darwinia Tce after Kathner Street,-35.346302,149.02861,DARWINIA TCE
2150,Darwinia Tce after Angophora Street,-35.3499794,149.030106,DARWINIA TCE
2151,Darwinia Tce after Rafferty Street,-35.350174,149.030197,DARWINIA TCE
2152,Darwinia Tce 2nd after Angophora Street,-35.3514175,149.032166,DARWINIA TCE
2153,Darwinia Tce 2nd after Perry Drive,-35.3513947,149.031967,DARWINIA TCE
2154,Darwinia Tce after Casuarina Street,-35.3523216,149.034149,DARWINIA TCE
2155,Darwinia Tce after Perry Drive,-35.3524437,149.034241,DARWINIA TCE
2156,Perry Drive after Darwinia Tce,-35.3547173,149.034561,PERRY DR
2157,Perry Drive after Sidaway Street,-35.3546371,149.034454,PERRY DR
2158,Perry Drive after Rene Street,-35.3568802,149.036438,PERRY DR
2159,Perry Drive after Lipman Street,-35.3570099,149.036865,PERRY DR
2160,Perry Drive opp Chapman Shops,-35.3562279,149.040115,PERRY DR
2161,Perry Drive Chapman Shops,-35.3560753,149.04039,PERRY DR
2162,Perry Drive opp Chapman Primary School,-35.3568878,149.042435,PERRY DR
2163,Perry Drive Chapman Primary School,-35.3568268,149.042603,PERRY DR
2164,Perry Drive after Namatjira Drive,-35.3595085,149.04454,PERRY DR
2165,Perry Drive after Tauchert Street,-35.3593102,149.044373,PERRY DR
2166,Kalgoorlie Crescent 2nd after Badimara Street,-35.3602066,149.053146,KALGOORLIE CR
2167,Kalgoorlie Crescent after Eleanora Street,-35.3602142,149.052933,KALGOORLIE CR
2168,Kalgoorlie Crescent Fisher Shops,-35.361969,149.056641,KALGOORLIE CR
2169,Kalgoorlie Crescent opp Fisher Shops,-35.3620529,149.056473,KALGOORLIE CR
2170,Kalgoorlie Crescent after Kambalda Crescent,-35.3628616,149.058945,KALGOORLIE CR
2171,Kalgoorlie Crescent after Fisher Shops,-35.3627777,149.05867,KALGOORLIE CR
2172,Kalgoorlie Crescent after Jarrahdale Street,-35.3603516,149.060883,KALGOORLIE CR
2173,Kalgoorlie Crescent after Pandanus Street,-35.3600578,149.061203,KALGOORLIE CR
2174,Badimara Street 3rd after 2nd Nemarang Crescent SSO,-35.3588676,149.063736,BADIMARA ST
2175,Badimara Street 2nd after 2nd Nemarang Crescent SSO,-35.3589096,149.065735,BADIMARA ST
2176,Badimara Street after 2nd Nemarang Crescent SSO,-35.3574638,149.068146,BADIMARA ST
2177,Badimara Street after South Entry Nemarang Crescent,-35.3564339,149.068344,BADIMARA ST
2178,Badimara Street between Nemarang Crescent West Side,-35.3549881,149.068634,BADIMARA ST
2179,Badimara Street between Nemarang Crescent East Side,-35.3551636,149.068802,BADIMARA ST
2180,Badimara Street 3rd after Nemarang Crescent,-35.3528023,149.068604,BADIMARA ST
2181,Badimara Street after North Entry Nemarang Crescent,-35.3526573,149.06868,BADIMARA ST
2182,Badimara Street after Hindmarsh Drive,-35.3499222,149.068161,BADIMARA ST
2183,Badimara Street before Hindmarsh Drive,-35.3497772,149.067993,BADIMARA ST
2184,McInnes Street after Hindmarsh Drive,-35.3459816,149.06279,MCINNES ST
2185,McInnes Street after 2nd Buvelot Street,-35.3459015,149.062988,MCINNES ST
2186,McInnes Street after 1st Chevalier Street,-35.3439407,149.061462,MCINNES ST
2187,McInnes Street 2nd after Buvelot Street,-35.3438568,149.061493,MCINNES ST
2188,McInnes Street after 2nd Chevalier Street,-35.3432426,149.059143,MCINNES ST
2189,McInnes Street after Buvelot Street,-35.3426323,149.05864,MCINNES ST
2190,McInnes Street after Ironside Street,-35.3409119,149.058411,MCINNES ST
2191,McInnes Street after Conder Street,-35.3409386,149.058197,MCINNES ST
2192,McInnes Street after Mather Street,-35.3385391,149.059433,MCINNES ST
2193,McInnes Street after Hilder Street,-35.3384132,149.059525,MCINNES ST
2194,Hilder Street after McInnes Street,-35.3368721,149.057922,HILDER ST
2195,Hilder Street 2nd after Lycett Street,-35.336792,149.057816,HILDER ST
2196,Hilder Street after Lycett Street,-35.33675,149.056137,HILDER ST
2197,Hilder Street after Gritten Street,-35.3368416,149.055649,HILDER ST
2198,Hilder Street after Streeton Drive,-35.3355637,149.053864,HILDER ST
2199,Hilder Street 2nd after Gritten Street,-35.3355942,149.053757,HILDER ST
2200,Namatjira Drive after MacNally Street,-35.3392715,149.05455,NAMATJIRA DR
2201,Namatjira Drive after Mather Street,-35.3405762,149.056595,NAMATJIRA DR
2202,Namatjira Drive after Conder Street,-35.3422737,149.057266,NAMATJIRA DR
2203,Parkinson Street after 2nd Whitney Place,-35.343277,149.055771,PARKINSON ST
2204,Parkinson Street after Evergood Cl,-35.3434105,149.055771,PARKINSON ST
2205,Parkinson Street after Whitney Place,-35.3423653,149.052963,PARKINSON ST
2206,Parkinson Street after Watling Place,-35.3424568,149.052872,PARKINSON ST
2207,Blackwood Tce after Williamson Street,-35.3366776,149.044678,BLACKWOOD TCE
2208,Blackwood Tce Holder Shops,-35.3365631,149.044601,BLACKWOOD TCE
2209,Blackwood Tce after Tyers Street,-35.3360977,149.041153,BLACKWOOD TCE
2210,Blackwood Tce after Weingarth Street,-35.3360558,149.040939,BLACKWOOD TCE
2211,Dixon Drive after Blackwood Tce,-35.3349304,149.037766,DIXON DR
2212,Heysen Street Weston Police CLG after Streeton Drive,-35.3302422,149.055252,HEYSEN ST
2213,Heysen Street Weston Police CLG before Streeton Drive,-35.3303337,149.055252,HEYSEN ST
2214,Melbourne Avenue SGG School,-35.3180428,149.115326,MELBOURNE AV
2215,Empire Circuit SGGS SSO,-35.3160286,149.116241,EMPIRE CCT
2216,Melbourne Avenue North of National Circuit,-35.3138313,149.11908,MELBOURNE AV
2217,Melbourne Avenue North of Somers Crescent,-35.3121758,149.120544,MELBOURNE AV
2218,State Cir before Adelaide Avenue,-35.3111687,149.120621,STATE CIR
2219,Gawler Crescent opp SGG School,-35.3171387,149.113159,GAWLER CR
2220,Gawler Crescent SGG School,-35.3172226,149.113342,GAWLER CR
2221,Gawler Crescent before Robe Street,-35.3144188,149.110474,GAWLER CR
2222,Hopetoun Circuit before Grey Street,-35.313076,149.107666,HOPETOUN CCT
2223,Hopetoun Circuit after Grose Street,-35.3130608,149.107376,HOPETOUN CCT
2224,Hopetoun Circuit after Hampton Circuit,-35.3096428,149.106628,HOPETOUN CCT
2225,Hopetoun Circuit after Weston Street,-35.310257,149.106628,HOPETOUN CCT
2226,Hopetoun Circuit before Loftus Street,-35.3073654,149.106476,HOPETOUN CCT
2227,Hopetoun before Hampton Circuit,-35.3074226,149.106567,HOPETOUN CCT
2228,Hopetoun Circuit before roundabout,-35.3051758,149.106827,HOPETOUN CCT
2229,Schlich Street after Musgrave Street,-35.3045921,149.104675,SCHLICH ST
2230,Schlich Street before roundabout,-35.3045959,149.106308,SCHLICH ST
2231,Schlich Street after Maiden Street,-35.3044281,149.103821,SCHLICH ST
2232,Eyre Street after Howitt Street,-35.3154411,149.143951,EYRE ST
2233,Wentworth Avenue after Giles Street,-35.3142967,149.144501,WENTWORTH AV
2234,Wentworth Avenue after Dawes Street,-35.3173561,149.146317,WENTWORTH AV
2235,Wentworth Avenue before Dawes Street,-35.3170891,149.145538,WENTWORTH AV
2236,Cunningham Street after Wentworth Avenue,-35.3176155,149.149582,CUNNINGHAM ST
2237,Cunningham Street behind railway tracks,-35.3176346,149.14917,CUNNINGHAM ST
2238,Sandalwood Street after Spinifex Street,-35.3162003,149.151169,SANDALWOOD ST
2239,Cunningham Street after The Causeway,-35.3177681,149.15097,CUNNINGHAM ST
2240,Nemarang Crescent 2nd after Yiman Street,-35.3519287,149.063965,NEMARANG CR
2241,Queen Victoria Tce East Block Govt Offices,-35.3041573,149.130814,QUEEN VICTORIA TCE
2242,Queen Victoria Tce Tennis Courts,-35.3040085,149.130875,QUEEN VICTORIA TCE
2245,Federation Mall Parliament House Northbound,-35.3055344,149.126068,FEDERATION MALL
2246,Federation Mall Parliament House Southbound,-35.3060303,149.127045,FEDERATION MALL
2247,Commonwealth Avenue opp Albert Hall,-35.2978935,149.126312,COMMONWEALTH AV
2248,Commonwealth Avenue Albert Hall,-35.2977753,149.125885,COMMONWEALTH AV
2249,Nemarang Crescent after Galibal Street,-35.3523216,149.066879,NEMARANG CR
